1101,329,2,17109_2401_x9695_y9693
1101,985,2,17109_2401_x9695_y9693
1101,993,84,17109_2401_x9695_y9693
1101,104,107,17109_2401_x9695_y9693
1101,879,20,17109_2401_x9695_y9693
1101,1009,2,17109_2401_x9695_y9693
1101,886,20,17109_2401_x9695_y9693
1101,502,2,17109_2401_x9695_y9693
1101,378,1,17109_2401_x9695_y9693
1101,894,1,17109_2401_x9695_y9693
1101,895,14,17109_2401_x9695_y9693
328,0,6,17109_2401_x9954_y9122
328,993,83,17109_2401_x9954_y9122
328,104,116,17109_2401_x9954_y9122
328,746,2,17109_2401_x9954_y9122
328,972,1,17109_2401_x9954_y9122
328,111,2,17109_2401_x9954_y9122
328,369,3,17109_2401_x9954_y9122
328,723,8,17109_2401_x9954_y9122
328,119,4,17109_2401_x9954_y9122
328,184,13,17109_2401_x9954_y9122
328,985,12,17109_2401_x9954_y9122
1101,0,10,17109_2500_x9864_y9311
1101,993,52,17109_2500_x9864_y9311
1101,39,44,17109_2500_x9864_y9311
1101,104,80,17109_2500_x9864_y9311
1101,361,7,17109_2500_x9864_y9311
1101,394,1,17109_2500_x9864_y9311
1101,972,6,17109_2500_x9864_y9311
1101,879,23,17109_2500_x9864_y9311
1101,48,23,17109_2500_x9864_y9311
1101,337,4,17109_2500_x9864_y9311
1101,1009,1,17109_2500_x9864_y9311
1101,312782546,1,17109_2500_x9864_y9311
1101,886,42,17109_2500_x9864_y9311
1101,119,1,17109_2500_x9864_y9311
1101,985,1,17109_2500_x9864_y9311
1101,894,11,17109_2500_x9864_y9311
648,0,38,17109_2601_x9296_y24691
648,993,104,17109_2601_x9296_y24691
648,1057,19,17109_2601_x9296_y24691
648,677,75,17109_2601_x9296_y24691
648,104,19,17109_2601_x9296_y24691
648,111,8,17109_2601_x9296_y24691
648,184,1,17109_2601_x9296_y24691
648,345,25,17109_2601_x9296_y24691
648,378,36,17109_2601_x9296_y24691
648,985,223,17109_2601_x9296_y24691
328,0,20,17109_2601_x9498_y8169
328,1057,8,17109_2601_x9498_y8169
328,993,15,17109_2601_x9498_y8169
328,104,95,17109_2601_x9498_y8169
328,345,7,17109_2601_x9498_y8169
328,369,1,17109_2601_x9498_y8169
328,985,60,17109_2601_x9498_y8169
328,378,10,17109_2601_x9498_y8169
1101,0,6,17109_2601_x10213_y8783
1101,385,7,17109_2601_x10213_y8783
1101,394,3,17109_2601_x10213_y8783
1101,533,4,17109_2601_x10213_y8783
1101,1057,1,17109_2601_x10213_y8783
1101,39,63,17109_2601_x10213_y8783
1101,48,2,17109_2601_x10213_y8783
1101,698,1,17109_2601_x10213_y8783
1101,972,1,17109_2601_x10213_y8783
1101,337,2,17109_2601_x10213_y8783
1101,312782546,1,17109_2601_x10213_y8783
1101,723,6,17109_2601_x10213_y8783
1101,985,10,17109_2601_x10213_y8783
1101,731,1,17109_2601_x10213_y8783
1101,993,100,17109_2601_x10213_y8783
1101,104,97,17109_2601_x10213_y8783
1101,361,17,17109_2601_x10213_y8783
1101,746,20,17109_2601_x10213_y8783
1101,879,18,17109_2601_x10213_y8783
1101,1009,2,17109_2601_x10213_y8783
1101,886,1,17109_2601_x10213_y8783
1101,894,30,17109_2601_x10213_y8783
328,0,7,17109_3101_x10824_y7188
328,993,156,17109_3101_x10824_y7188
328,382,1,17109_3101_x10824_y7188
328,677,3,17109_3101_x10824_y7188
328,39,15,17109_3101_x10824_y7188
328,104,76,17109_3101_x10824_y7188
328,111,26,17109_3101_x10824_y7188
328,879,17,17109_3101_x10824_y7188
328,1009,2,17109_3101_x10824_y7188
328,48,1,17109_3101_x10824_y7188
328,337,2,17109_3101_x10824_y7188
328,886,7,17109_3101_x10824_y7188
328,119,2,17109_3101_x10824_y7188
328,985,28,17109_3101_x10824_y7188
328,378,2,17109_3101_x10824_y7188
328,894,17,17109_3101_x10824_y7188
1090,0,30,17109_3701_x9228_y26684
1090,993,17,17109_3701_x9228_y26684
1090,353,1,17109_3701_x9228_y26684
1090,104,1,17109_3701_x9228_y26684
1090,345,145,17109_3701_x9228_y26684
1090,378,112,17109_3701_x9228_y26684
1090,985,25,17109_3701_x9228_y26684
1035,0,41,17109_4101_x6753_y6197
1035,353,154,17109_4101_x6753_y6197
1035,993,3,17109_4101_x6753_y6197
1035,1057,6,17109_4101_x6753_y6197
1035,677,1,17109_4101_x6753_y6197
1035,345,37,17109_4101_x6753_y6197
1035,329,18,17109_4101_x6753_y6197
1035,985,4,17109_4101_x6753_y6197
1035,378,197,17109_4101_x6753_y6197
1035,0,81,17109_4764_x6621_y5727
1035,353,132,17109_4764_x6621_y5727
1035,345,2,17109_4764_x6621_y5727
1035,329,63,17109_4764_x6621_y5727
1035,369,1,17109_4764_x6621_y5727
1035,182305689,8,17109_4764_x6621_y5727
1035,378,127,17109_4764_x6621_y5727
1090,0,14,17109_4772_x9038_y27257
1090,993,44,17109_4772_x9038_y27257
1090,345,10,17109_4772_x9038_y27257
1090,369,55,17109_4772_x9038_y27257
1090,337,1,17109_4772_x9038_y27257
1090,182305689,3,17109_4772_x9038_y27257
1090,985,217,17109_4772_x9038_y27257
1090,378,121,17109_4772_x9038_y27257
778,0,3,17109_6201_x4328_y6753
778,417,18,17109_6201_x4328_y6753
778,385,111,17109_6201_x4328_y6753
778,1027,6,17109_6201_x4328_y6753
778,329,8,17109_6201_x4328_y6753
778,361,1,17109_6201_x4328_y6753
778,394,1,17109_6201_x4328_y6753
778,402,41,17109_6201_x4328_y6753
778,1011,3,17109_6201_x4328_y6753
778,312782546,1,17109_6201_x4328_y6753
778,533,2,17109_6201_x4328_y6753
778,409,19,17109_6201_x4328_y6753
778,378,9,17109_6201_x4328_y6753
778,894,1,17109_6201_x4328_y6753
312782612,0,19,17109_6301_x4756_y24516
312782612,417,242,17109_6301_x4756_y24516
312782612,385,38,17109_6301_x4756_y24516
312782612,329,27,17109_6301_x4756_y24516
312782612,312782546,3,17109_6301_x4756_y24516
312782612,402,1,17109_6301_x4756_y24516
312782612,533,5,17109_6301_x4756_y24516
1023,0,46,17109_6401_x7641_y3978
1023,1089,1,17109_6401_x7641_y3978
1023,385,8,17109_6401_x7641_y3978
1023,417,1,17109_6401_x7641_y3978
1023,1027,3,17109_6401_x7641_y3978
1023,1002,8,17109_6401_x7641_y3978
1023,1037,1,17109_6401_x7641_y3978
1023,378,4,17109_6401_x7641_y3978
1023,879,30,17109_6401_x7641_y3978
1023,1009,2,17109_6401_x7641_y3978
1023,402,1,17109_6401_x7641_y3978
1023,1011,6,17109_6401_x7641_y3978
1023,533,20,17109_6401_x7641_y3978
1023,1018,50,17109_6401_x7641_y3978
1023,541,2,17109_6401_x7641_y3978
1023,894,21,17109_6401_x7641_y3978
990,0,42,17109_6401_x7989_y3767
990,385,4,17109_6401_x7989_y3767
990,1027,2,17109_6401_x7989_y3767
990,1002,19,17109_6401_x7989_y3767
990,378,25,17109_6401_x7989_y3767
990,312782574,1,17109_6401_x7989_y3767
990,402,1,17109_6401_x7989_y3767
990,1011,6,17109_6401_x7989_y3767
990,409,4,17109_6401_x7989_y3767
990,1018,54,17109_6401_x7989_y3767
990,541,2,17109_6401_x7989_y3767
759,0,7,17109_6501_x6997_y4287
759,993,1,17109_6501_x6997_y4287
759,1027,28,17109_6501_x6997_y4287
759,361,3,17109_6501_x6997_y4287
759,1002,32,17109_6501_x6997_y4287
759,394,4,17109_6501_x6997_y4287
759,378,1,17109_6501_x6997_y4287
759,879,15,17109_6501_x6997_y4287
759,1009,1,17109_6501_x6997_y4287
759,312782546,4,17109_6501_x6997_y4287
759,1011,1,17109_6501_x6997_y4287
759,533,1,17109_6501_x6997_y4287
759,886,16,17109_6501_x6997_y4287
759,985,3,17109_6501_x6997_y4287
759,1018,14,17109_6501_x6997_y4287
759,541,3,17109_6501_x6997_y4287
759,894,8,17109_6501_x6997_y4287
233,0,9,17109_6601_x4384_y7436
233,385,75,17109_6601_x4384_y7436
233,417,64,17109_6601_x4384_y7436
233,1027,1,17109_6601_x4384_y7436
233,329,19,17109_6601_x4384_y7436
233,312782574,1,17109_6601_x4384_y7436
233,1009,1,17109_6601_x4384_y7436
233,402,80,17109_6601_x4384_y7436
233,1011,1,17109_6601_x4384_y7436
233,312782546,1,17109_6601_x4384_y7436
233,533,6,17109_6601_x4384_y7436
233,409,6,17109_6601_x4384_y7436
233,378,9,17109_6601_x4384_y7436
233,0,62,17109_6601_x5417_y25287
233,417,66,17109_6601_x5417_y25287
233,385,55,17109_6601_x5417_y25287
233,329,31,17109_6601_x5417_y25287
233,394,1,17109_6601_x5417_y25287
233,402,93,17109_6601_x5417_y25287
233,533,1,17109_6601_x5417_y25287
233,409,9,17109_6601_x5417_y25287
233,378,3,17109_6601_x5417_y25287
233,541,1,17109_6601_x5417_y25287
289,0,20,17109_6801_x7432_y4405
289,385,169,17109_6801_x7432_y4405
289,1027,4,17109_6801_x7432_y4405
289,394,2,17109_6801_x7432_y4405
289,1037,4,17109_6801_x7432_y4405
289,402,4,17109_6801_x7432_y4405
289,533,27,17109_6801_x7432_y4405
289,409,13,17109_6801_x7432_y4405
289,541,92,17109_6801_x7432_y4405
289,926,3,17109_6801_x7432_y4405
289,417,8,17109_6801_x7432_y4405
289,312782628,16,17109_6801_x7432_y4405
289,425,43,17109_6801_x7432_y4405
289,1089,7,17109_6801_x7432_y4405
289,329,2,17109_6801_x7432_y4405
289,312782546,3,17109_6801_x7432_y4405
289,312782574,8,17109_6801_x7432_y4405
289,111,1,17109_6801_x7432_y4405
289,1009,16,17109_6801_x7432_y4405
289,502,3,17109_6801_x7432_y4405
289,1018,1,17109_6801_x7432_y4405
289,894,1,17109_6801_x7432_y4405
289,895,5,17109_6801_x7432_y4405
289,0,104,17109_6901_x7203_y26714
289,385,85,17109_6901_x7203_y26714
289,417,4,17109_6901_x7203_y26714
289,1027,44,17109_6901_x7203_y26714
289,312782628,8,17109_6901_x7203_y26714
289,361,5,17109_6901_x7203_y26714
289,394,14,17109_6901_x7203_y26714
289,1002,16,17109_6901_x7203_y26714
289,312782574,33,17109_6901_x7203_y26714
289,402,24,17109_6901_x7203_y26714
289,1011,5,17109_6901_x7203_y26714
289,312782546,41,17109_6901_x7203_y26714
289,533,76,17109_6901_x7203_y26714
289,409,33,17109_6901_x7203_y26714
289,1018,1,17109_6901_x7203_y26714
289,541,164,17109_6901_x7203_y26714
289,894,3,17109_6901_x7203_y26714
74,0,2,17109_7001_x5738_y6470
74,385,139,17109_7001_x5738_y6470
74,1027,1,17109_7001_x5738_y6470
74,394,4,17109_7001_x5738_y6470
74,1037,9,17109_7001_x5738_y6470
74,402,1,17109_7001_x5738_y6470
74,533,5,17109_7001_x5738_y6470
74,918,6,17109_7001_x5738_y6470
74,409,87,17109_7001_x5738_y6470
74,541,7,17109_7001_x5738_y6470
74,926,2,17109_7001_x5738_y6470
74,312782628,18,17109_7001_x5738_y6470
74,425,31,17109_7001_x5738_y6470
74,1084,7,17109_7001_x5738_y6470
74,1089,1,17109_7001_x5738_y6470
74,312782546,1,17109_7001_x5738_y6470
74,726,14,17109_7001_x5738_y6470
74,1002,1,17109_7001_x5738_y6470
74,312782574,25,17109_7001_x5738_y6470
74,879,5,17109_7001_x5738_y6470
74,1009,42,17109_7001_x5738_y6470
74,886,5,17109_7001_x5738_y6470
74,502,33,17109_7001_x5738_y6470
74,894,10,17109_7001_x5738_y6470
234,0,94,17109_7001_x6205_y5194
234,385,21,17109_7001_x6205_y5194
234,1018,1,17109_7001_x6205_y5194
234,1027,9,17109_7001_x6205_y5194
234,394,11,17109_7001_x6205_y5194
234,402,14,17109_7001_x6205_y5194
234,533,9,17109_7001_x6205_y5194
234,409,24,17109_7001_x6205_y5194
234,541,90,17109_7001_x6205_y5194
234,417,7,17109_7001_x6205_y5194
234,312782628,3,17109_7001_x6205_y5194
234,39,3,17109_7001_x6205_y5194
234,329,15,17109_7001_x6205_y5194
234,312782546,15,17109_7001_x6205_y5194
234,985,8,17109_7001_x6205_y5194
234,993,17,17109_7001_x6205_y5194
234,361,7,17109_7001_x6205_y5194
234,1002,8,17109_7001_x6205_y5194
234,312782574,10,17109_7001_x6205_y5194
234,879,3,17109_7001_x6205_y5194
234,1011,12,17109_7001_x6205_y5194
234,378,8,17109_7001_x6205_y5194
234,894,25,17109_7001_x6205_y5194
1090,672,5,17300_3426_x20339_y44872
1090,1057,1,17300_3426_x20339_y44872
1090,993,92,17300_3426_x20339_y44872
1090,677,4,17300_3426_x20339_y44872
1090,104,5,17300_3426_x20339_y44872
1090,1009,1,17300_3426_x20339_y44872
1090,184,2,17300_3426_x20339_y44872
1090,345,39,17300_3426_x20339_y44872
1090,378,271,17300_3426_x20339_y44872
1090,985,71,17300_3426_x20339_y44872
1090,672,7,17300_3514_x19676_y45282
1090,993,26,17300_3514_x19676_y45282
1090,345,21,17300_3514_x19676_y45282
1090,104,1,17300_3514_x19676_y45282
1090,746,1,17300_3514_x19676_y45282
1090,1009,1,17300_3514_x19676_y45282
1090,184,7,17300_3514_x19676_y45282
1090,985,18,17300_3514_x19676_y45282
1090,378,280,17300_3514_x19676_y45282
312782554,672,5,17300_5571_x27063_y39610
312782554,385,58,17300_5571_x27063_y39610
312782554,993,50,17300_5571_x27063_y39610
312782554,417,6,17300_5571_x27063_y39610
312782554,312782628,5,17300_5571_x27063_y39610
312782554,1027,7,17300_5571_x27063_y39610
312782554,39,32,17300_5571_x27063_y39610
312782554,361,5,17300_5571_x27063_y39610
312782554,394,15,17300_5571_x27063_y39610
312782554,329,7,17300_5571_x27063_y39610
312782554,879,31,17300_5571_x27063_y39610
312782554,1009,2,17300_5571_x27063_y39610
312782554,312782546,140,17300_5571_x27063_y39610
312782554,1011,1,17300_5571_x27063_y39610
312782554,402,7,17300_5571_x27063_y39610
312782554,985,2,17300_5571_x27063_y39610
312782554,541,7,17300_5571_x27063_y39610
312782554,894,42,17300_5571_x27063_y39610
687,0,1,17300_5896_x24862_y27320
687,394,3,17300_5896_x24862_y27320
687,44,1,17300_5896_x24862_y27320
687,1037,3,17300_5896_x24862_y27320
687,879,72,17300_5896_x24862_y27320
687,48,12,17300_5896_x24862_y27320
687,312782546,2,17300_5896_x24862_y27320
687,926,16,17300_5896_x24862_y27320
687,886,303,17300_5896_x24862_y27320
687,918,22,17300_5896_x24862_y27320
687,502,14,17300_5896_x24862_y27320
687,1084,3,17300_5896_x24862_y27320
687,894,11,17300_5896_x24862_y27320
41,672,78,17300_5969_x27278_y20820
41,385,10,17300_5969_x27278_y20820
41,417,18,17300_5969_x27278_y20820
41,0,9,17300_5969_x27278_y20820
41,312782628,1,17300_5969_x27278_y20820
41,425,2,17300_5969_x27278_y20820
41,394,134,17300_5969_x27278_y20820
41,879,34,17300_5969_x27278_y20820
41,48,5,17300_5969_x27278_y20820
41,1009,12,17300_5969_x27278_y20820
41,402,7,17300_5969_x27278_y20820
41,312782546,6,17300_5969_x27278_y20820
41,533,149,17300_5969_x27278_y20820
41,886,2,17300_5969_x27278_y20820
41,409,6,17300_5969_x27278_y20820
41,541,8,17300_5969_x27278_y20820
41,894,8,17300_5969_x27278_y20820
1114,0,12,17300_6010_x23413_y13446
1114,385,6,17300_6010_x23413_y13446
1114,1027,4,17300_6010_x23413_y13446
1114,394,4,17300_6010_x23413_y13446
1114,402,158,17300_6010_x23413_y13446
1114,533,22,17300_6010_x23413_y13446
1114,918,18,17300_6010_x23413_y13446
1114,182305689,2,17300_6010_x23413_y13446
1114,922,4,17300_6010_x23413_y13446
1114,409,1,17300_6010_x23413_y13446
1114,541,27,17300_6010_x23413_y13446
1114,672,28,17300_6010_x23413_y13446
1114,417,32,17300_6010_x23413_y13446
1114,312782628,3,17300_6010_x23413_y13446
1114,677,4,17300_6010_x23413_y13446
1114,961,5,17300_6010_x23413_y13446
1114,329,1,17300_6010_x23413_y13446
1114,361,2,17300_6010_x23413_y13446
1114,312782574,2,17300_6010_x23413_y13446
1114,879,1,17300_6010_x23413_y13446
1114,111,1,17300_6010_x23413_y13446
1114,1009,15,17300_6010_x23413_y13446
1114,378,3,17300_6010_x23413_y13446
1114,1011,12,17300_6010_x23413_y13446
1114,1018,7,17300_6010_x23413_y13446
1114,894,1,17300_6010_x23413_y13446
583,672,16,17302_00001
583,583,66,17302_00001
583,104,4,17302_00001
583,1009,8,17302_00001
583,119,1,17302_00001
583,381,101,17302_00001
583,672,6,17302_00002
583,583,90,17302_00002
583,104,2,17302_00002
583,1009,2,17302_00002
583,381,123,17302_00002
583,672,5,17302_00003
583,1031,2,17302_00003
583,104,1,17302_00003
583,583,102,17302_00003
583,1009,6,17302_00003
583,381,87,17302_00003
672,672,122,17302_00005
672,104,1,17302_00005
672,1009,3,17302_00005
672,342,4,17302_00005
672,381,129,17302_00005
672,672,99,17302_00006
672,1031,2,17302_00006
672,583,4,17302_00006
672,1009,1,17302_00006
672,381,77,17302_00006
672,1022,2,17302_00006
672,672,78,17302_00007
672,381,148,17302_00007
672,803,2,17302_00007
672,477,2,17302_00007
672,672,104,17302_00009
672,381,55,17302_00009
672,342,2,17302_00009
672,1031,2,17302_00009
672,672,98,17302_00010
672,381,65,17302_00010
672,1022,4,17302_00010
672,672,70,17302_00011
672,803,2,17302_00011
672,381,71,17302_00011
672,672,368,17302_00013
672,672,235,17302_00014
672,1057,15,17302_00014
672,583,8,17302_00014
672,104,3,17302_00014
672,1009,21,17302_00014
672,345,6,17302_00014
672,672,222,17302_00015
672,1009,7,17302_00015
672,345,1,17302_00015
672,1022,1,17302_00015
672,672,246,17302_00016
672,1009,53,17302_00016
672,1022,9,17302_00016
672,345,1,17302_00016
672,672,338,17302_00017
672,477,38,17302_00017
672,1022,22,17302_00017
672,672,402,17302_00018
672,803,16,17302_00018
672,1009,4,17302_00018
672,952,11,17302_00018
672,477,4,17302_00018
672,1022,56,17302_00018
672,703,1,17302_00018
629,672,2,17302_00020
629,803,2,17302_00020
629,718,68,17302_00020
629,1009,20,17302_00020
629,629,43,17302_00020
629,345,252,17302_00020
629,985,199,17302_00020
629,1022,32,17302_00020
733,803,3,17302_00021
733,718,14,17302_00021
733,1009,8,17302_00021
733,629,12,17302_00021
733,345,124,17302_00021
733,985,196,17302_00021
733,733,60,17302_00021
733,1022,9,17302_00021
1096,672,2,17302_00023
1096,1120,6,17302_00023
1096,549,17,17302_00023
1096,262,50,17302_00023
1096,746,363,17302_00023
1096,366,13,17302_00023
1096,1009,8,17302_00023
1096,723,25,17302_00023
1096,698,1,17302_00023
1096,127,115,17302_00023
1096,189,1,17302_00023
1096,159,1,17302_00023
15,131,2,17302_00024
15,262,4,17302_00024
15,647,8,17302_00024
15,15,72,17302_00024
15,149,100,17302_00024
15,918,133,17302_00024
15,895,21,17302_00024
15,536,4,17302_00024
15,541,35,17302_00024
15,797,1,17302_00024
15,672,4,17302_00024
15,803,4,17302_00024
15,549,9,17302_00024
15,952,2,17302_00024
15,319,8,17302_00024
15,1097,12,17302_00024
15,1105,1,17302_00024
15,342,6,17302_00024
15,477,7,17302_00024
15,351,13,17302_00024
15,619,3,17302_00024
15,1009,23,17302_00024
15,639,3,17302_00024
15,672,100,17302_00025
15,803,19,17302_00025
15,549,5,17302_00025
15,262,7,17302_00025
15,104,14,17302_00025
15,362,33,17302_00025
15,746,251,17302_00025
15,972,1,17302_00025
15,15,148,17302_00025
15,1009,11,17302_00025
15,723,5,17302_00025
15,119,1,17302_00025
15,184,20,17302_00025
15,1113,2,17302_00025
15,698,23,17302_00025
15,731,104,17302_00025
15,151,9,17302_00025
672,672,94,17302_00027
672,803,2,17302_00027
672,1009,10,17302_00027
672,313,2,17302_00027
672,381,41,17302_00027
672,672,193,17302_00030
672,583,8,17302_00030
672,345,4,17302_00030
672,104,3,17302_00030
672,1009,2,17302_00030
672,985,3,17302_00030
672,1022,1,17302_00030
672,672,83,17302_00031
672,1009,4,17302_00031
672,374,1,17302_00031
672,313,1,17302_00031
672,381,82,17302_00031
672,1022,16,17302_00031
1108,672,149,17302_00032
1108,1009,111,17302_00032
1108,985,3,17302_00032
1108,345,6,17302_00032
672,672,312,17302_00033
1088,560581563,7,17302_00035
1088,1002,282,17302_00035
1088,563807435,10,17302_00035
1088,1009,25,17302_00035
1088,1018,27,17302_00035
1088,475,71,17302_00035
1088,541,6,17302_00035
1079,672,2,17302_00036
1079,1027,78,17302_00036
1079,325,4,17302_00036
1079,262,3,17302_00036
1079,1002,333,17302_00036
1079,1009,29,17302_00036
1079,1011,2,17302_00036
1079,475,85,17302_00036
1079,541,1,17302_00036
733,672,7,17302_00037
733,417,28,17302_00037
733,262,5,17302_00037
733,329,255,17302_00037
733,1009,37,17302_00037
733,402,2,17302_00037
733,1011,6,17302_00037
733,378,1,17302_00037
733,733,62,17302_00037
1072,672,2,17302_00038
1072,1018,7,17302_00038
1072,1027,1,17302_00038
1072,325,3,17302_00038
1072,262,3,17302_00038
1072,1002,225,17302_00038
1072,1009,28,17302_00038
1072,218,2,17302_00038
1072,475,84,17302_00038
496345672,672,2,17302_00039
496345672,417,2,17302_00039
496345672,385,261,17302_00039
496345672,0,7,17302_00039
496345672,262,5,17302_00039
496345672,329,2,17302_00039
496345672,170,113,17302_00039
496345672,1009,34,17302_00039
496345672,378,2,17302_00039
218,0,6,17302_00040
218,385,370,17302_00040
218,262,1,17302_00040
218,170,1,17302_00040
218,1009,9,17302_00040
218,218,131,17302_00040
496345668,0,5,17302_00041
496345668,385,233,17302_00041
496345668,262,2,17302_00041
496345668,170,114,17302_00041
496345668,1002,2,17302_00041
496345668,1009,6,17302_00041
496345668,218,12,17302_00041
672,672,433,17302_00043
672,1009,3,17302_00043
672,1022,41,17302_00043
672,672,174,17302_00044
672,803,1,17302_00044
672,345,3,17302_00044
672,1009,15,17302_00044
672,985,5,17302_00044
672,1022,5,17302_00044
672,672,276,17302_00045
672,345,1,17302_00045
672,1022,7,17302_00045
672,672,137,17302_00046
672,1009,24,17302_00046
672,1022,13,17302_00046
484682512,672,44,17302_00047
484682512,1009,224,17302_00047
484682512,369,3,17302_00047
496345672,0,4,17302_00048
496345672,385,204,17302_00048
496345672,170,97,17302_00048
496345672,894,7,17302_00048
496345668,0,7,17302_00049
496345668,385,288,17302_00049
496345668,997,1,17302_00049
496345668,170,123,17302_00049
496345668,1009,21,17302_00049
496345668,409,4,17302_00049
672,672,344,17302_00050
672,723,1,17302_00050
672,1022,11,17302_00050
325,1029,8,17302_00052
325,325,102,17302_00052
325,1002,82,17302_00052
325,563807435,14,17302_00052
325,111,1,17302_00052
325,403,2,17302_00052
325,536,2,17302_00052
325,1018,141,17302_00052
325,895,1,17302_00052
733,262,1,17302_00053
733,345,433,17302_00053
733,718,2,17302_00053
733,1009,21,17302_00053
733,182305689,1,17302_00053
733,378,28,17302_00053
733,1020,3,17302_00053
733,733,96,17302_00053
733,1022,4,17302_00053
1020,672,5,17302_00054
1020,985,9,17302_00054
1020,718,1,17302_00054
1020,1009,74,17302_00054
1020,345,116,17302_00054
1020,378,656,17302_00054
1020,1020,182,17302_00054
1020,733,4,17302_00054
1020,1022,7,17302_00054
672,672,316,17302_00055
672,1009,6,17302_00055
672,672,278,17302_00056
672,1009,30,17302_00056
672,1022,4,17302_00056
484682516,672,231,17302_00057
484682516,1009,230,17302_00057
484682516,1022,3,17302_00057
672,672,178,17302_00059
672,1009,1,17302_00059
672,1022,15,17302_00059
672,672,143,17302_00062
672,98,4,17302_00062
672,1009,18,17302_00062
672,477,2,17302_00062
672,1022,5,17302_00062
484682516,672,73,17302_00063
484682516,98,11,17302_00063
484682516,1009,72,17302_00063
484682516,81,11,17302_00063
484682516,1022,4,17302_00063
997,312782628,2,17302_00064
997,997,10,17302_00064
997,425,2,17302_00064
997,170,91,17302_00064
997,879,78,17302_00064
997,1009,17,17302_00064
997,218,5,17302_00064
997,155,2,17302_00064
997,541,2,17302_00064
997,894,96,17302_00064
218,997,4,17302_00065
218,170,58,17302_00065
218,879,335,17302_00065
218,218,63,17302_00065
218,894,35,17302_00065
218,0,27,17302_00066
218,385,307,17302_00066
218,1027,2,17302_00066
218,170,35,17302_00066
218,1002,2,17302_00066
218,1009,11,17302_00066
218,178,1,17302_00066
218,409,2,17302_00066
218,218,85,17302_00066
672,672,235,17302_00074
672,803,3,17302_00074
672,1009,1,17302_00074
672,477,4,17302_00074
672,1022,4,17302_00074
672,672,491,17302_00075
672,104,1,17302_00075
672,1009,5,17302_00075
672,477,6,17302_00075
672,1022,1,17302_00075
797,549,34,17302_00076
797,262,6,17302_00076
797,1002,129,17302_00076
797,1011,15,17302_00076
797,475,8,17302_00076
797,378,1,17302_00076
797,560581563,1,17302_00076
797,797,51,17302_00076
797,672,4,17302_00077
797,549,22,17302_00077
797,262,29,17302_00077
797,1002,98,17302_00077
797,1009,3,17302_00077
797,1011,75,17302_00077
797,475,4,17302_00077
797,797,50,17302_00077
484682524,672,2,17302_00078
484682524,417,258,17302_00078
484682524,262,6,17302_00078
484682524,329,44,17302_00078
484682524,718,23,17302_00078
484682524,1009,42,17302_00078
484682524,402,10,17302_00078
