,Soma_x,Soma_y,Soma_z,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id
18867_6452_x16339_y18318,7803.23,6032.62,4523.08,LHA,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_6468_x21532_y7741,7891.05,2188.52,5264.35,SUB,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_6985_x12525_y4095,8334.38,837.45,3376.9,VISp,2/3,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_6986_x31479_y5932,8520.6,1830.47,2124.1,VISl,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7123_x11808_y5131,8524.85,1293.9,3182.78,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7172_x22280_y4802,8676.95,951.625,5082.8,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7390_x9887_y4961,8853.78,1195.65,2392.88,VISp,2/3,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7541_x13210_y4462,9080.7,979,3620.15,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7583_x22567_y18119,9474.22,5941.67,4821.48,PRNr,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7584_x10560_y5816,9130.53,1586.97,2763,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7790_x21511_y18480,9695.62,6046.38,5168.5,TRN,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_7924_x22262_y16755,9872.95,5468.95,4945.85,PRNr,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18867_8235_x25208_y14610,10290.3,4826.75,3987.07,SUT,unknown,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867
18868_2225_x15897_y10006,2592.62,3135.48,5046.05,ORBvl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2559_x15436_y13207,3076.23,4088.88,4924.65,ORBvl,2/3,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2584_x14386_y13639,3073.25,4233.67,4608.12,ORBl,1,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2593_x15801_y13755,3118.62,4270.48,5031.52,ORBvl,2/3,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2601_x23273_y17306,3248.73,5509.17,4075.05,PIR,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2621_x11765_y8944,3100,2671.9,3795.35,MOs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_2924_x10668_y9719,3505.75,2917.6,3466.98,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3009_x28076_y11485,3778.25,3511.2,2586.07,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3112_x27714_y10534,3908.18,3167.45,2774.98,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3207_x27726_y9448,4031.5,2763.98,2832.48,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3228_x28576_y10788,4116.08,3291.3,2457.68,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3389_x28317_y9872,4326.88,2949.4,2625.75,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3419_x27168_y8481,4429.75,2345.77,3108.15,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3453_x28753_y10380,4440.08,3147.52,2448.57,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3488_x24952_y7321,4711.8,1842.82,3805.75,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3507_x7704_y10476,4178.9,3203.45,2519.58,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3547_x28065_y9077,4594.73,2629.9,2784.05,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3552_x28542_y9340,4577,2753.55,2593.27,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3564_x27379_y8431,4683.08,2305.38,3080.73,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3592_x9776_y8113,4508.4,2218.77,3273.27,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3626_x29809_y12585,4667.7,3963.6,2077.57,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3627_x28035_y8749,4726.2,2478.8,2837.48,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3658_x9598_y8113,4601,2218.88,3228.75,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3699_x17279_y16010,4616.73,5073.8,5404.95,LSv,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3715_x8453_y8977,4590.2,2596.4,2827.72,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3781_x6715_y11703,4508.5,3648.25,2218.3,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3783_x28846_y9268,4953.38,2731.48,2539.07,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3799_x26336_y7466,5165.6,1839.65,3496.98,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3799_x6462_y13405,4532.95,4244.23,2087.53,GU,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3853_x29683_y10294,5036.25,3138.7,2221.4,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3856_x26025_y7205,5268.35,1725.35,3583.77,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3871_x26350_y7564,5257,1865.12,3481.52,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3875_x8707_y8341,4868,2296.93,2957.9,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3922_x26631_y7518,5345.9,1834,3404.77,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3931_x26823_y7496,5343.25,1812.2,3356.77,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3932_x25373_y7132,5369.7,1728.55,3767.82,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3977_x25824_y7160,5431.58,1717.62,3649.02,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_3981_x30626_y12403,5139.88,3890.75,1900.5,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4041_x10632_y7193,5245.67,1709.88,3660.88,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4047_x27203_y7787,5479.2,1959.68,3249.18,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4132_x11881_y6094,5368.85,1509.05,4032.08,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4192_x10967_y7007,5455.75,1611.65,3774.05,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4221_x5685_y12199,5071.95,3816.35,1861.03,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4317_x23980_y6346,5857.2,1526.3,4147.4,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4341_x30419_y10114,5719.52,3044,2037.15,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4430_x9829_y7185,5741.92,1632.03,3448.58,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4434_x10947_y6887,5744.62,1540.05,3782.05,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4464_x5477_y11004,5436.17,3356.85,1782.55,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4517_x31548_y11591,5875.95,3523.95,1650.18,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4523_x15124_y15767,5670.55,4951.45,4714.92,BST,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4549_x5910_y9879,5613.2,2944.57,1906.78,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4634_x13823_y16687,5768.45,5279,4319.9,unknown,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4648_x14941_y16268,5802.02,5138.25,4649.52,BST,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4693_x13797_y16937,5828.25,5371.02,4305.5,unknown,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4706_x15828_y16760,5841.02,5335.62,4904.17,unknown,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4739_x28536_y7468,6353.95,1815.03,2874.55,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4757_x15158_y16995,5897.2,5414.15,4700.5,unknown,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4803_x7002_y8311,6064.73,2268.93,2323.08,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4818_x14513_y17030,5975.1,5417.98,4506.2,LHA,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4863_x31402_y10126,6381.85,2996.93,1681.15,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4883_x27078_y6285,6530.38,1317.55,3355.88,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_4944_x7089_y8035,4859.8,2291.3,2956.5,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5131_x7596_y7239,6546.92,1673.65,2670.92,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5141_x8535_y6876,6578.38,1504.75,3045.33,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5156_x9540_y6495,6606.4,1369.57,3374.23,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5242_x9858_y5968,6730.33,1181.97,3477.2,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5369_x19532_y5532,7062.35,1379.1,5378.15,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5397_x19819_y6085,7094.15,1553.75,5310.05,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5456_x7773_y6771,6901.6,1480.28,2757,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5531_x7356_y7030,6967.12,1610.82,2561.85,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5686_x9887_y5415,7266.67,1014.62,3417.02,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5701_x9538_y5736,7252.27,1128.3,3311.25,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5723_x7031_y7203,7136.85,1703.75,2428.92,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5724_x8616_y5999,7225.52,1233.8,3043.03,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5965_x17541_y6435,7827.98,1660.4,5447.42,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_5983_x17523_y5085,7878.15,1167.1,5433.25,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_6000_x19811_y5444,7923.67,1348.32,5325.92,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_6019_x9541_y5296,7626.92,1036.85,3248,VISrl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_6196_x17668_y4955,8214.1,1104.97,5448.27,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_6405_x11428_y4397,8210.72,785.25,3697.25,VISpm,4,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_6757_x10353_y4324,8535.08,794.625,3376.15,VISp,2/3,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18868_7311_x22238_y17329,9149.2,5789.98,4612.65,PRNr,unknown,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868
18869_00004,6105.77,4105.15,4131.88,RT,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00020,10578.7,5443.83,3452.7,PSV,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00022,5840.2,5186.98,4517.52,RT,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00023,6364.27,5009.73,3889.62,CP,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00024,6281.92,5121.83,4090.4,CP,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00026,6307.45,4316.48,3570.45,GPe,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_00028,6711.92,4507.27,3347.73,GPi,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3064_x20999_y7621,4063.2,3638.1,2636.35,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3239_x6605_y6691,4097.9,3586.55,2454.65,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3263_x6927_y6229,4166.45,3311.27,2605.33,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3305_x6812_y6104,4205.95,3250.4,2534.2,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3321_x21485_y7678,4464.27,3624.88,2411.57,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3395_x6415_y6741,4402.88,3740.1,2320.38,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3398_x6248_y7047,4297.625,3779.75,2302.9,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3480_x6168_y6983,4408.62,3738.68,2267.47,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3482_x7077_y5660,4505.05,2969.48,2664.62,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3504_x6554_y5961,4452.7,3154.55,2414.62,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3506_x6250_y6810,4449.15,3642.45,2303.2,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3547_x21769_y7449,4777.25,3459.65,2301.32,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3590_x6132_y6798,4546.73,3633,2248.83,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3634_x20027_y5437,4986.58,2263.68,3338.43,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3634_x5750_y7170,4559.83,3847.62,2072.88,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3659_x21701_y7032,4931.98,3201.2,2375.85,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3701_x5589_y7633,4647.85,4105.52,2004.42,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3701_x7703_y4993,4905.35,2533.7,2988.08,SSp-m,6a,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3741_x6284_y6163,4770.62,3261.88,2307.08,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3751_x5868_y6832,4731.48,3648.07,2125.92,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3761_x5335_y8118,4712.98,4387.15,1876.25,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3857_x22137_y7268,5198.52,3294.68,2169.98,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_3937_x5000_y8198,4905.35,4436,1724.7,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4001_x4383_y7249,4880.8,3936.98,1380.9,SSs,2/3,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4026_x21667_y6102,5435.75,2597.3,2516.35,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4036_x8032_y4635,5367.7,2281.43,3179.03,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4050_x21764_y6239,5470.58,2678.82,2458.88,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4054_x19963_y5080,5468.12,2046.53,3490.25,SSp-un,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4089_x6848_y5110,5337.38,2626.8,2576.38,SSp-m,6a,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4091_x4807_y8065,5123.77,4287.15,1686.2,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4181_x21056_y5611,5649.2,2315.57,2923.82,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4184_x11041_y4195,5456.5,1881.35,4505.95,MOp,6a,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4196_x21043_y5510,5641.6,2264.9,2925.9,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4253_x4991_y7023,5276.83,3763.12,1711.65,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4268_x10899_y9077,5666,4460.25,4841.42,unknown,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4275_x8819_y9368,5495.23,4698.62,4075.3,CP,unknown,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4282_x22276_y6457,5732.65,2749.55,2240,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4301_x16815_y4413,5655.7,1527.55,4411.95,MOp,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4301_x20547_y5218,5771.77,2124.3,3243.15,SSp-un,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4302_x23433_y9053,5707.33,4268.55,1539.12,SSs,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4345_x7097_y4738,5671.62,2394.4,2699.5,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4347_x8166_y4281,5694.33,2077.1,3245.48,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
18869_4371_x21382_y5522,5852.23,2253.43,2791.65,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869
